code;name;produkmui;nilai;label;ingredients;ing0;ing1;ing2;ing3;ing4;ing5;ing6;ing7;ing8;ing9;ing10;ing11;ing12;ing13;ing14;ing15;ing16;ing17;ing18;ing19;ing20;ing21;ing22;ing23;ing24;ing25;ing26;ing27;ing28;ing29;ing30;ing31;ing32;cert_bodies;expired;homepage;location
937;Chitato Snack Potato Chips Cheese Supreme;Berkah snack cheese chips,keripik keju berkah snack ;2,72727E+15;0;kentang,minyak kelapa sawit,antioksidan tbhq,bumbu keju,penguat rasa mononatrium glutamat,dinatrium Ribonukleotida,pewarna makana kuning fcf ci ;kentang; minyak kelapa sawit antioksidan tbhq; bumbu keju penguat rasa mononatrium glutamat; dinatrium ribonikleutida pewarna makana kuning fcf ci ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
940;Kepala Djenggot Teh Celup 25'S Green Tea;Teh asgar green tea;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
941;Aik Cheong Coffee Cafe Art Latte;Birdy latte cafe coffee;2,72727E+15;0;krimer nabati,gula,susu bubuk,kopi instant,kopi mikro;krimer nabati; gula; susu bubuk; kopi instant;,kopi mikro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
942;Kit Kat Chocolate 4 Fingers Gold;Nestle kit kat gold;2,72727E+15;0;cokelat paduan putih,Tepung Terigu,maltodekstrin,lemak,minyak nabati,sirup glukosa bubuk,kakao bubuk,pewarna alami merah bit,perisa sintetik,garam,penstabil,pengemulsi lesitin kedelai;cokelat paduan putih; tepung terig; maltodekstrin; lemak  minyak nabati; sirup glukosa bubuk; kakao bubuk; pewarna alami merah bit; perisa sintetik; garam; penstabil; pengemulsi lesitin kedelai;;;;;;;;;;;;;;;;;;;;;;;;;;
943;Nutrijell Konnyaku Jelly Powder Kelapa Muda;Jelly seven rasa kelapa muda;2,72727E+15;0;karagen,konnyaku bubuk,pengatur keasaman,kalium sitrat,Fruktooligosakarida,fos,kalsium laktat,krimer nabati,gula,vitamin d,antioksidan tokoferol,ekstrak air kelapa muda,perisa artifisial kelapa muda;karagenan; konnyaku bubuk; pengatur keasaman,kalium sitrat; Fruktooligosakarida fos; kalsium laktat; krimer nabati; gula; vitamin d antioksidan tokoferol; ekstrak air kelapa muda ; perisa artifisial kelapa muda;;;;;;;;;;;;;;;;;;;;;;;;;;;
946;Pada Suka Kue Phia 5'S Kacang Hijau;Kue satuh kacang hijau;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
949;Binggrae flavoured Uht Milk Lychee,Peach;flavoured milk peach;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
951;Potabee Snack Potato Chips Melted Cheese;Berkah snack cheese chips,keripik keju berkah snack ;2,72727E+15;0;kentang,minyak kelapa sawit,minyak inti kelapa sawit terhidrogenasi,whey bubuk,keju bubuk,susu bubuk full cream,garam,penguat rasa,pewarna kuning fcf ci;kentang ; minyak kelapa sawit; minyak inti kelapa sawit terhidrogenasi; whey bubuk; keju bubuk ; susu bubuk full cream; garam; penguat rasa; pewarna kuning fcf ci;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;Gaga sardens Chili,Tomato;Pasific sardens in tomato,amp,chili sauce;2,72727E+15;0;ikan sarden,pasta tomat,gula,cabai merah,garam,pengental pati,penguat rasa,mononatrium glutamat,bawang putih;ikan sarden; pasta tomat; gula; cabe merah; garam; pengental pati; penguat rasa mononatrium glutamat,bawang putih;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
955;Lotte Minuman Rasa Buah Grape,Coconut;Tfn minuman serbuk rasa coconut cream;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;,cow Fortigro Susu Bubuk Cokelat Box;Frisian flag susu bubuk instan cokelat;2,72727E+15;0;susu sapi,gula,susu bubuk skim,bubuk kakao,mineral,pengmulsi lesitin kedelai,premiks vitamin;susu sapi; gula; susu bubuk skim; bubuk kakao; mineral; pengmulsi lesitin kedelai; premiks vitamin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
962;Kinder Joy Chocolate Crispy Girl;Crispy joy wafer thin chocolate;2,72727E+15;0;sugar,vegetable fats,palm,Garam,skimmed milk powder,fat reduced cocoa powder,wheat flour,toasted wheat germ,wheat starch,barley malt extract,emulsifiers,lecithins soy,ins,vegetable oil,sunflower,whey proteins,flavouring,artificial,raising agents,Amonium Bikarbonat,ins ii,sodium bicarbonate,ins ii,Garam;sugar; vegetable fats palm; sal; skimmed milk powder ; fat reduced cocoa powder ; wheat flour; toasted wheat germ; wheat starch; barley malt extract; emulsifiers lecithins soy;ins ; vegetable oil sunflower; whey proteins; flavouring artificial;; raising agents amonium bicarbonate ;ins ii; sodium bicarbonate ;ins ii; salt;;;;;;;;;;;;;;;;;
963;Monde Biscuit Raisin Pie;Sumaco raisin pie;2,72727E+15;0;tepung terigu,margarine,antioksidan bha,pewarna beta karoten ci  anato ci,kurkumin ci,lemak nabati,antioksidan bha,gula,kismis,garam;tepung terigu; margarine antioksidan bha,pewarna beta karoten ci  anato ci ; kurkumin ci ; lemak nabati antioksidan bha; gula; kismis; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
964;Taro Snack Net Potato Barbeque;Pellet net taro merk liberty;2,72727E+15;0;tepung terigu,minyak nabati,tapioka,bumbu rasa kentang barbekyu,laktosa,penguat rasa mononatrium glutamat,hidrolisa protein nabati,dinatrium inosinat,guanilat,rempah rempah rempah,bubuk,perisa kentang,gula,garam,pengembang;tepung terigu; minyak nabati; tapioka; bumbu rasa kentang barbekyu laktosa; penguat rasa mononatrium glutamat; hidrolisa protein nabati; dinatrium inosinat,guanilat; rempah rempah; bubuk,perisa kentang; gula; garam; pengembang;;;;;;;;;;;;;;;;;;;;;;;;;
965;Taro Snack Net Teriyaki Bbq;Pellet net taro merk liberty;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;Diabetasol Zero Calorie Sweetener 50'S;Diabetamil zero calorie sweetener with sucralose;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
967;Tic Tic Snack Crunchy Stick Bawang Saos Pedas Mantap;Stick kentang pedas fadiyaz snack;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
969;Nola Gluten Free Cookies Choco Chips;Tepung cookies merk unis gluten free;2,72727E+15;0;beras merah giling,beras cokelat giling,havermut,chocolate chips,chia seed,flax seed,soda kue,gula kelapa,minyak sayur,garam laut,bioaxtive b-series,postbiotics lactobacillus,l acidophilus;beras merah giling; beras coklat giling; havermut; chocolate chips; chia seed; flax seed; soda kue; gula kelapa; minyak sayur; garam laut; bioaxtive bseries postbiotics lactobacillus l acidophilus;;;;;;;;;;;;;;;;;;;;;;;;;;
970;Nola Gluten Free Cookies Dark Chocolate;Tepung cookies merk unis gluten free;2,72727E+15;0;beras merah giling,beras cokelat giling,havermut,chia seed,flax seed,bubuk cokelat,soda kue,gula kelapa,minyak sayur,garam laut,bioaxtive b-series,postbiotics lactobacillus: l acidophilus;beras merah giling; beras coklat giling; havermut; chia seed; flax seed; bubuk coklat; soda kue; gula kelapa; minyak sayur; garam laut; bioaxtive bseries postbiotics lactobacillus l acidophilus;;;;;;;;;;;;;;;;;;;;;;;;;;
971;Munchy's Sandwich Calcium Cracker Lexus Cheese Cream;Biskuat/tiger sandwich cheese cream;2,72727E+15;0;tepung terigu,minyak nabati,laktosa,gula,susu bubuk,bubuk keju,maltodekstrin,pati tapioka,kalsium karbonat,lemak susu anhidrat,garam,pengembang,pengemulsi,penguat rasa mononatrium glutamat,parsley,perisa identik alami,pasta keju;tepung terigu; minyak nabati; laktosa; gula; susu bubuk; bubuk keju; maltodekstrin; pati tapioka; kalsium karbonat; lemak susu anhidrat; garam; pengembang; pengemulsi; penguat rasa mononatrium glutamat; parsley; perisa identik alami pasta keju;;;;;;;;;;;;;;;;;;;;;
972;Zee Susu Bubuk Instant Vanilla Twist;Frisian flag susu bubuk rasa vanilla;2,72727E+15;0;susu bubuk full krim,sukrosa,maltodekstrin,krimer nabati,betakaroten ci,susu bubuk skim,inulin,perisa artifisial,Vanili,susu,mineral,vitamin,vitamin a,d antioksidan dl-a-tokoferol;susu bubuk full krim; sukrosa; maltodekstrin; krimer nabati betakaroten ci; susu bubuk skim; inulin; perisa artifisial vanila,susu; mineral,vitamin vitamin a  d antioksidan dlatokoferol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
973;Zee Susu Bubuk Instant Vanilla Twist;Frisian flag susu bubuk rasa vanilla;2,72727E+15;0;susu bubuk full krim,sukrosa,maltodekstrin,krimer nabati,susu skim bubuk,perisa artifisial Vanili,perisa identik alami susu,bifidobacterium longum,mineral,vitamin;susu bubuk full krim; sukrosa; maltodekstrin; krimer nabati; susu skim bubuk; perisa artifisial vanila; perisa identik alami susu; bifidobacterium longum;  mineral,vitamin;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;,cow Fortigro Susu Bubuk Cokelat Polybag;Frisian flag susu bubuk instan cokelat;2,72727E+15;0;susu bubuk,sukrosa,maltodekstrin,bubuk kakao,mineral,pengemulsi lesitin kedelai,premiks vitamin,pemanis alami steviol glikosida;susu bubuk; sukrosa; maltodekstrin; bubuk kakao;  mineral; pengemulsi lesitin kedelai; premiks vitamin;,pemanis alami steviol glikosida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;Voortman Sugar Free Cookies Oatmeal;Hilo sugar free cookies nutty chocolate;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;Voortman Sugar Free Cookies Almonette;Hilo sugar free cookies nutty chocolate;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
979;Khong Guan Biscuit Red Assorted;Khong guan biskuit marie;2,72727E+15;0;tepung terigu,gula,lemak nabati,susu bubuk,cokelat bubuk,sultana,garam,telur,bahan pengembang,natrium bikarbonat,amonium bikarbonat,ragi,perisa susu,perisa lemon,perisa nanas,perisa cokelat,pewarna makanan,tartrazin,ci ;tepung terigu; gula; lemak nabati; susu bubuk; coklat bubuk; sultana; garam; telur; bahan pengembang natrium bikarbonat,amonium bikarbonat; ragi; perisa susu; perisa lemon; perisa nanas; perisa coklat; pewarna makanan  tartrazin ci ;;;;;;;;;;;;;;;;;;;;;;
981;Nola Gluten Free Cookies Caramelize Strawberry;Tepung cookies merk unis gluten free;2,72727E+15;0;beras merah giling,beras cokelat giling,buah Stroberi,havermut,chia seed,flax seed,soda kue,gula kelapa,minyak sayur,garam laut,bioaxtive b-series,postbiotics lactobacillus: l acidophilus;beras merah giling; beras coklat giling; buah strawberry; havermut; chia seed; flax seed; soda kue; gula kelapa; minyak sayur; garam laut; bioaxtive bseries postbiotics lactobacillus l acidophilus;;;;;;;;;;;;;;;;;;;;;;;;;;
983;Khong Guan Crackers Potatoz;Jans bbq crackers;2,72727E+15;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;Swiss Miss Rich Chocolate Drink;Rich chocolate;25;0;gula,susu skim,whey,kakao,sirup jagung,minyak kelapa terhidrogenasi,garam,penstabil fosfat,perisa sintetik,pengemulsi,mo,digliserida asam lemak,natrium kaselnat,karagen;gula; susu skim; whey; kakao ; sirup jagung; minyak kelapa terhidrogenasi; garam; penstabil fosfat; perisa sintetik; pengemulsi mono,digliserida asam lemak; natrium kaselnat; karagen;;;;;;;;;;;;;;;;;;;;;;;;;
987;Airborne Manuka Honey;Manuka honey macchiato;25;0; madu murni dari bunga clover; madu murni dari bunga clover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;Airborne Manuka Honey;Manuka honey macchiato;25;0; madu murni dari bunga manuka; madu murni dari bunga manuka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;Nissin Cookies Lemonia;Nissin - ring cookies;25;0;tepung terigu,gula,minyak nabati,susu bubuk,telur,kalium karbonat,garam,pengembang,Amonium Bikarbonat,natrium bikarbonat,perisa Lemon,pewarna makanan,tartrazin,ci-;tepung terigu; gula; minyak nabati; susu bubuk; telur; kalisum karbonat; garam; pengembang amonium bikarbonat,natrium bikarbonat; perisa leomn; pewarna makanan tartrazin ci;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;Bertolli Olive Oil Classico;Olive oil arofah;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;Bertolli Olive Oil Extra Light;Tropicana slim extra virgin olive oil;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;Bertolli Olive Oil Extra Light;Tropicana slim extra virgin olive oil;25;0;minyak zaitun ratinasi,minyak zaitun;minyak zaitun ratinasi,minyak zaitun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;Airborne Honeydew Madu;Madu kita;25;0;madu dari bunga beech forest;madu dari bunga beech forest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
994;Lotte Minuman Buah Pear;Minuman sari buah nanas;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995;Ultra Susu Cair Low Fat Hi-Calcium Plain;Frisian flag susu uht low fat;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;Indomaret Galon + Isi Oksi;Air isi ulang panji galon;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
997;Ensure Cokelat;Stik cokelat;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
998;Airborne Clover Honey;Makuka honey;25;0;madu dari bunga clover;madu dari bunga clover;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;Tokpoki Korean Rice Cake K-Poki Spicy Cheese;Rice cake healtheries cheese;25;0;kue beras,beras,alkohol,pengemulsi nabati,garam;kue beras tokpoki beras; alkohol ; pengemulsi nabati; garam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;Tokpoki Korean Rice Cake Sauce;Rice cake,rc-01;25;0;sirup jagung tinggi fruktosa,saus kacang kedelai,pewarna alami karamel iii amonia proses,air,gula merah,pewarna alami karamel i plain,cabai merah bubuk,gula,penguat rasa mononatrium l-glutamat,tepung terigu,garam,bawang putih bubuk,bawang bombay bubuk,perisa alami,lada hitam bubuk,pengawet natrium benzoat;sirup jagung tinggi fruktosa; saus kacang kedelai pewarna alami karamel iii amonia proses; air; gula merah pewarna alami karamel i plain; cabe merah bubuk; gula; penguat rasa mononatrium lglutamat; tepung terigu; garam; bawang putih bubuk; bawang bombay bubuk; perisa alami; lada hitam bubuk; pengawet natrium benzoat;;;;;;;;;;;;;;;;;;;;;;;
1003;Anmum Susu Bubuk Ibu Hamil Emesa Coklat;Pediamil susu bubuk rasa coklat;25;0;susu bubuk,protein,karbohidrat,serat,gula,vitamin,mineral,dha,gangliosida,fosfolipida,asam sialat,klorida;susu bubuk; protein; karbohidrat; ; serat; gula; vitamin,mineral; dha; gangliosida;fosfolipida; asam sialat; klorida;;;;;;;;;;;;;;;;;;;;;;;;;
1004;Super Instant Nutritious Cereal;Instant plus super;25;0;sereal,krimer nabati,gula;sereal ; krimer nabati; gula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1005;Pokka Natsbee Drink Honey Lemon;Honey lemon;25;0;air,gula,pengatur keasaman,asam sitrat,natrium sitrat,Asam Askorbat,lemon bubuk,bubuk madu,perisa sintetik lemon,madu;air; gula; pengatur keasaman,asam sitrat; natrium sitrat; antioksidan asam askorbat; lemon bubuk ; bubuk madu ; perisa sintetik lemon,madu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1006;Dj Minuman Kesehatan Alami Kunir;Minuman serbuk kunir instan tazakka;25;0;kunyit,asem,gula jawa,air;kunyit; asem; gula jawa; air;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;Nissin Walens Cheese Soes;Nissin wafer rolls cheese;25;0;telur,tepung terigu,gula,lemak nabati,margarin,susu bubuk,pengembang amonium bikarbonat,garam,perisa keju bubuk,pengemulsi lesitin kedelai,pengatur asam sitrat,perisa siantetik keju;telur; tepung terigu; gula; lemak nabati; margarin; susu bubuk; pengembang amonium bikarbonat; garam; perisa keju bubuk; pengemulsi lesitin kedelai; pengatur asam sitrat; perisa siantetik keju;;;;;;;;;;;;;;;;;;;;;;;;;
1008;Indofood Syrup Freiss Cocopan,;Cocopan,syrup;25;0;gula,air,perisa artifisial cocopan,pengatur keasaman,pengawet,natrium benzoat,garam,madu,pewarna makanan,sari pan,;gula; air; perisa artifasial cocopan,; pengatur keasaman; pengawet natrium benzoat; garam; madu; pewarna makanan; sari pan,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1009;Diamond Grains Banana Nana Granola;Granova homemade granola banana walnut;25;0;rolled oats,kacang mede,gula,biji perila,minyak beras,pisang ;rolled oats ; kacang mede ; gula; biji perila ; minyak beras; pisang ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1010;Chocodrink Belgian Chocolate Taste;Belgian chocolate;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;Ellenka Fiber Creme;Ellenka rich creme;25;0;isomalto-oligosakarida,minyak nabati,natrium kaseinat,penstabil fosfat,pengemulsi nabati,anti kempal;isomaltooligosakarida; minyak nabati; natrium kaseinat; penstabil fosfat; pengemulsi nabati; anti kempal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1012;Ellenka Fiber Creme;Ellenka rich creme;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1013;Energen Cereal,Susu Instant Vanila;Roti vanila susu;25;0;gula,krimer,terigu,susu bubuk,perisa Vanili,jagung,oat,kalsium karbonat,garam,premiks vitamin,telur,ektrak malt;gula; krimer; terigu; susu bubuk; perisa vanilla; jagung; oat; kalsium karbonat; garam; premiks vitamin; telur; ektrak malt;;;;;;;;;;;;;;;;;;;;;;;;;
1014;Milo Cereal Balls Combo Pack Coklat;Coklat milo;25;0;serealia,tepung gandum utuh,tepung gandum,gula,sari malt,bubuk kakao,minyak nabati,susu bubuk skim,mineral,garam,bubuk whey,pengemulsi lesitin kedelai perisa,vanili,cokelat,premiks vitamin,antioksidan tokoferol nestle,susu sapi,susu bubuk skim,mineral,pengemulsi lesitin kedelai,premiks vitamin;serealia tepung gandum utuh; tepung gandum; gula; sari malt; bubuk kakao; minyak nabati; susu bubuk skim; mineral;garam; bubuk whey; pengemulsi lesitin kedelai perisa vanili; coklat; premiks vitamin,antioksidan tokoferol nestle,cow instant susu sapi; susu bubuk skim; mineral; pengemulsi lesitin kedelai; premiks vitamin;;;;;;;;;;;;;;;;;;;;
1015;Mr.Hottest Snack Tortilla Chips Maitos Sambal Balado;Mi suka rasa sambal balado;25;0;jagung,minyak kelapa sawit,bumbu rasa sambal balado, penguat rasa mononatrium glutamat,bawang putih bubuk,ekstrak cabai,pewarna kuning fcf ci;jagung ; minyak kelapa sawit; bumbu rasa sambal balado mengadung penguat rasa mononatrium glutamat; bawang putih bubuk ; ekstrak cabe ; pewarna kuning fcf ci;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1016;Buavita Juice Slim Lychee;Lychee juice;25;0;kosong;kosong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1018;Potabee Snack Potato Chips Ayam Bakar;Ayam bakar riung tenda;25;0;kentang,minyak kelapa sawit,bumbu rasa ayam bakar,bubuk ayam,bubuk cabai,perisa sintetik;kentang; minyak kelapa sawit; bumbu rasa ayam bakar; bubuk ayam; bubuk cabe; perisa sintetik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1019;Mujigae Topokki Original;Mamasuka topokki original;25;0;beras,garam,gochujang,saus tomat,cabai giling kasar,air,gula,kecap asin,garam,penyedap rasa,tahu kering,fish cake;beras; garam saus gochujang; saus tomat; cabe giling kasar; air; gula; kecap asin; garam;,penyedap rasa topping tahu kering; fish cake;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;Nissin Mie Goreng Gekikara Ramen Premium;Gekikara ramen;25;0;tepung terigu,minyak nabati,pati kentang,garam,penstabil,pengatur keasaman,penguat rasa,gula,garam,wijen,bubuk lada hitam,hidrolisa protein nabati,perisa sintetik ayam,bubuk kecap,gula aren,pewarna,bubuk bawang putih,perisa sintetik tomat,bubuk cabai,pengatur keasaman minyak;mi tepung terigu; minyak nabati; pati kentang; garam; penstabil; pengatur keasaman,bumbu penguat rasa; gula; garam; wijen; bubuk lada hitam; hidrolisa protein nabati; perisa sintetik ayam; bubuk kecap; gula aren; pewarna; bubuk bawang putih; perisa sintetik tomat; bubuk cabai; pengatur keasaman,minyak;;;;;;;;;;;;;;;;;;
1021;Chitato Snack Potato Chips Sapi Bumbu Bakar;Bumbu bakar;25;0;kentang,minyak kelapa sawit,antioksidan tbhq,bumbu rasa sapi bumbu bakar,penguat rasa mononatrium glutamat,dinatrium inosinat,dinatrium guanilat,hidrolisa protein nabati,Asam Askorbat,pewarna makanan alami karamel,anato ci,karmin ci,ekstrak daging sapi;kentang; minyak kelapa sawit antioksidan tbhq; bumbu rasa sapi bumbu bakar penguat rasa mononatrium glutamat; dinatrium inosinat; dinatrium guanilat; hidrolisa protein nabati; antioksidan asam askorbat; pewarna makanan alami karamel; anato ci ; karmin ci ; ekstrak daging sapi;;;;;;;;;;;;;;;;;;;;;;;;;;
1022;Nissin Mie Instant Gekikara Ramen Pedas;Gekikara ramen;25;0;tepung terigu,minyak nabati,tapioka,garam,garam,penguat rasa,gula,hidrolisa protein nabati,bubuk bawang merah,bubuk cabai,bubuk lada,bubuk bawang putih,perisa jamur,pewarna karamel,wortel,daun bawang,jamur,cabai;mi tepung terigu; minyak nabati; tapioka; garam bumbu garam; penguat rasa; gula; hidrolisa protein nabati; bubuk bawang merah; bubuk cabe; bubuk lada; bubuk bawang putih; perisa jamur,pewarna karamel sayuran kering wortel; daun bawang; jamur,cabe;;;;;;;;;;;;;;;;;;;;;;;
1025;Meiji Plain Crackers;Plain crackers;25;0;tepung terigu,minyak nabati,ekstrak malt,tepung malt,ragi,bubuk miso;tepung terigu; minyak nabati; ekstrak malt; tepung malt; ragi; bubuk miso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1026;A.T.B Marie Milk;JulieÃ¢â‚¬â„¢s marie milk flavour;25;0;tepung terigu,gula,minyak tumbuh-tumbuhan,tepung susu,tepung telur,garam,amonium bikarbonat,natrium bikarbonat,Vanili;tepung terigu; gula; minyak tumbuhtumbuhan; tepung susu; tepung telur; garam; amonium bikarbonat; natrium bikarbonat; vanilin;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027;Indomaret Instant Cup Noodle Ayam Pedas;Yobels abon ayam pedas;25;0;tepung terigu,minyak nabati,tapioka,garam,penguat rasa,pengatur keasaman,penstabil,penguat rasa,gula,garam,bubuk bawang bombay,krimer nabati,bubuk bawang putih,bubuk cabai,maltodekstrin,hidrolisa protein nabati,bubuk kecap,perisa sintetik ayam,pengental,bubuk lada hitam,minyak cabai,pengatur keasaman,pewarna karamel kelas iv,minyak atsiri paprika,perisa sintetik kubis;mi tepung terigu; minyak nabati; tapioka; garam; penguat rasa; pengatur keasaman; penstabil bumbu penguat rasa; gula; garam; bubuk bawang bombay; krimer nabati; bubuk bawang putih; bubuk cabai; maltodekstrin; hidrolisa protein nabati; bubuk kecap; perisa sintetik ayam; pengental; bubuk lada hitam; minyak cabai; pengatur keasaman; pewarna karamel kelas iv; minyak atsiri paprika; perisa sintetik kubis;;;;;;;;;;;;;
